index,answer
index_195, 10.241579463571668
index_196, 7.664600833588693
index_197, 7.86948259098004
index_198, 12.321387905192507
index_199, 18.155670274134234
index_200, 12.7633650767528
index_201, 17.234639434127427
index_202, 11.547979001018412
index_203, 20.688000655129454
index_204, 33.02551566764883
index_205, 7.298794851893081
index_206, 19.978429337043224
index_207, 10.167998629990612
index_208, 15.413612074303291
index_209, 11.362297345628878
index_210, 8.839097123599409
index_211, 18.91745143035554
index_212, 22.554691454837876
index_213, 23.32109116102174
index_214, 2.5346261622506923
index_215, 7.623969322091945
index_216, 7.537500339308128
index_217, 7.3981164367776096
index_218, 8.898602034044702
index_219, 12.04614512019465
index_220, 14.228442386533489
index_221, 13.800890056567699
index_222, 16.026771363919337
index_223, 9.386225659939928
index_224, 19.977676509271834
index_225, 13.88282437573015
index_226, 17.49413572700512
index_227, 9.891801031412065
index_228, 5.690704250065055
index_229, 8.53233886454183
index_230, 3.7380166718008283
index_231, 7.5787556457943825
index_232, 28.777611952216493
index_233, 2.8832151004416424
index_234, 16.959951792119913
index_235, 16.614183496720585
index_236, 13.380059521357193
index_237, 8.719554578264333
index_238, 10.603096848688825
index_239, 10.031838294247889
index_240, 10.903048939131637
index_241, 14.308019839315126
index_242, 30.73169453385072
index_243, 9.76569639192883
